ID	Name	Level	Type	MaxNum	Quality	AutoSell	Use	BuyPrice	GoldPrice	GongDe	Recovery	Desc	Legend	Icon	MinAttack	MaxAttack	MinDefence	MaxDefence	MinWAttack	MaxWAttack	MinMAttack	MaxMAttack	MinGAttack	MaxGAttack	MinPAttack	MaxPAttack	MinDodge	MaxDodge	MinBang	MaxBang	MinASpeed	MaxASpeed	MinMSpeed	MaxMSpeed	MinAntiMine	MaxAntiMine	Body	Soul	UseLimit
1103	金蚕袍	1	13	1	2	1	0	1200			10	渡劫时增加11~20点雷抗	百年金蚕丝炼制的长袍，精美华丽，防御惊人	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	60	0	
1104	乾坤袍	1	13	1	2	1	0	1200			10	战斗时增加11~20点防御	绢绣乾坤防御阵法的法袍，有着强大的防御力	263	0	0	11	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	
1105	天罡袍	1	13	1	3	1	0	3000			15	渡劫时增加21~30点雷抗	护身法袍，遇到攻击时，可激发天罡北斗护身阵，想要攻破可非易事	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	30	70	0	
1106	磐龙袍	1	13	1	3	1	0	3000			15	战斗时增加21~30点防御	绢绣有磐龙戏珠的华贵长袍，关键时刻可激发磐龙护体	265	0	0	21	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	
1107	七星袍	1	13	1	4	1	0	4800			20	渡劫时增加31~40点雷抗	法袍之上的七颗大星绣图连成一线，可激发星辰之力，七星连珠，攻防一体	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	40	80	0	
1108	碧霞袍	1	13	1	4	1	0	4800			20	战斗时增加31~40点防御	月白色的长袍绣着蓝色的云霞，是修真界出名的防御类法器，防御惊人	267	0	0	31	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	
1109	肃魂袍	1	13	1	5	1	0	6000			25	渡劫时增加41~50点雷抗	修真界出名的防御类法袍，对于雷电攻击以及精神攻击都有着很好的防御效果	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	50	90	0	
1110	破魄袍	1	13	1	5	1	0	6000			25	战斗时增加41~50点防御	修真界出名的防御类法袍，可帮助穿戴着抱元守一，不易受到心魂冲击	269	0	0	41	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	
1111	灭魔袍	1	13	1	6	1	0	12000			30	渡劫时增加51~60点雷抗	对魔气和鬼气都有很好的防御效果，穿戴在身，魔气自动避退，不可侵身	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	60	100	0	
1112	游龙袍	1	13	1	6	1	0	12000			30	战斗时增加51~60点防御	绢绣有五爪金龙的极品法袍，一旦激发，金龙盘绕周身游走，防御大增	271	0	0	51	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
1113	青云袍	1	13	1	7	1	0	18000			35	渡劫时增加61~70点雷抗	蓝青色的流云飞袍，攻防一体，是修界极品法袍之一，激发之后十丈之内云雾缭绕，不但防御惊人，还能隐藏自身行踪	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	70	120	0	
1114	八卦袍	1	13	1	7	1	0	18000			35	战斗时增加61~70点防御	将先天八卦阵融入法袍之中，不仅助长了防御，甚至还为穿戴者增加了五行攻击属性	273	0	0	61	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	
1115	两仪袍	1	13	1	8	1	0	30000			40	渡劫时增加71~80点雷抗	太极门历代门主所穿的法袍，其上的两仪道图凝聚有历代掌门的修为，防御几不可破，乃是太极门的镇派之宝	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	80	150	0	
1116	雷神袍	1	13	1	8	1	0	30000			40	战斗时增加71~80点防御	用九天神雷炼制的法袍，不但百邪不侵，还能附加雷电攻击效果，诸多妙用，为拥有者自知	275	0	0	71	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
1117	追云靴	1	12	1	1	1	0	50			5	增加速度1~10点，速度高可优先攻击。	正派人士入门级的软靴，几乎人手一件。	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	
1118	无痕靴	1	12	1	1	1	0	50			5	增加闪避1~10点，有机会躲过敌人的攻击。	正派人士入门级的软靴，几乎人手一件。	229	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	
1119	青云靴	1	12	1	2	1	0	200			10	增加速度11~20点，速度高可优先攻击。	上等蚕丝与兽皮炼制的战靴，轻盈美观，可提升穿戴者的移动速度	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	0	0	0	0	0	0	
1120	逐电靴	1	12	1	2	1	0	200			10	增加闪避11~20点，有机会躲过敌人的攻击。	上等蚕丝与兽皮炼制的战靴，轻盈美观，可提升穿戴者的移动速度	231	0	0	0	0	0	0	0	0	0	0	0	0	11	20	0	0	0	0	0	0	0	0	0	0	
1121	流云靴	1	12	1	3	1	0	500			15	增加速度21~30点，速度高可优先攻击。	绢绣有流云阵法的战靴，必要时可激活阵法，增加穿戴着的移动速度，如流云飞袖，来去无痕	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	30	0	0	0	0	0	0	
1122	逐日靴	1	12	1	3	1	0	500			15	增加闪避21~30点，有机会躲过敌人的攻击。	采用日炎石炼制的的战靴，灌入灵力，即可激活战靴，烈焰熊熊，如同脚踩风火轮，速度激增	233	0	0	0	0	0	0	0	0	0	0	0	0	21	30	0	0	0	0	0	0	0	0	0	0	
1123	飞龙靴	1	12	1	4	1	0	800			20	增加速度31~40点，速度高可优先攻击。	得到蛟蛇逆鳞炼制的战靴，灌入灵力，即可激活战靴，脚底浮现两道蛟龙虚影，犹如脚踏飞龙，速度激增	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	40	0	0	0	0	0	0	
1124	混元靴	1	12	1	4	1	0	800			20	增加闪避31~40点，有机会躲过敌人的攻击。	极难炼制的战靴，不仅可以让穿戴着瞬间速度暴增，还能提前感知危急，躲过危险	235	0	0	0	0	0	0	0	0	0	0	0	0	31	40	0	0	0	0	0	0	0	0	0	0	
1125	如意靴	1	12	1	5	1	0	1000			25	增加速度41~50点，速度高可优先攻击。	极难炼制的战靴，身随意动，极大的增加了穿戴着的应变能力，高手过招，快一分说不得就能分出胜负	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	50	0	0	0	0	0	0	
1126	乾坤靴	1	12	1	5	1	0	1000			25	增加闪避41~50点，有机会躲过敌人的攻击。	将乾坤法阵融入战靴之中，周围自成一方小世界，穿戴者在一定范围内速若流光	237	0	0	0	0	0	0	0	0	0	0	0	0	41	50	0	0	0	0	0	0	0	0	0	0	
1127	九天靴	1	12	1	6	1	0	2000			30	增加速度51~60点，速度高可优先攻击。	九天战靴内有九天战阵，不仅可以提升穿戴这的移动速度，而且只要穿戴着境界足够，每激活一层天，移动速度都将得到倍数增加	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	60	0	0	0	0	0	0	
1128	破天靴	1	12	1	6	1	0	2000			30	增加闪避51~60点，有机会躲过敌人的攻击。	将破天剑阵融入战靴之中，在增加穿戴着移动速度的同时，还能在脚下招出破天剑气，御剑而行，不仅速度暴增，还能破除敌人结界与防御	239	0	0	0	0	0	0	0	0	0	0	0	0	51	60	0	0	0	0	0	0	0	0	0	0	
1129	龙鳞靴	1	12	1	7	1	0	3000			35	增加速度61~70点，速度高可优先攻击。	真正的龙鳞炼制的战靴，增加移动速度的同时，还可以在激发后化成龙鳞护体，增加自身防御	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	70	0	0	0	0	0	0	
1130	八卦靴	1	12	1	7	1	0	3000			35	增加闪避61~70点，有机会躲过敌人的攻击。	先天八卦攻防一体，穿戴此战靴，十丈内敌不可侵	241	0	0	0	0	0	0	0	0	0	0	0	0	61	70	0	0	0	0	0	0	0	0	0	0	
1131	两仪靴	1	12	1	8	1	0	5000			40	增加速度71~80点，速度高可优先攻击。	战靴内融入先天两仪阵，穿戴着可在周围十丈瞬间移动，让敌人防不胜防	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	80	0	0	0	0	0	0	
1132	雷神靴	1	12	1	8	1	0	5000			40	增加闪避71~80点，有机会躲过敌人的攻击。	九天神雷炼制的神秘战靴，穿戴着周身电光缭绕，速度比之雷电不遑多让，更能让每次攻击附带电击效果	243	0	0	0	0	0	0	0	0	0	0	0	0	71	80	0	0	0	0	0	0	0	0	0	0	
1501	诛魔弓	1	11	1	10	1	0	10000			100	可在战斗中增加500~1200点攻击，对魔族有额外伤害加成。	三十三天天兵常用的仙器，由梵度天仙器坊大量制造，用于对抗魔界。	217	500	1200	0	0	0	0	200	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1502	猎魂弓	1	11	1	11	1	0	20000			200	可在战斗中增加600~1500点攻击，对鬼族有额外伤害加成。	长期与鬼族的战斗中，三十三天的仙人们发现，在仙器中哪怕只是增加很少量的日曜石，对鬼族的伤害会大幅度增加。	218	600	1500	0	0	0	0	0	0	200	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1503	逐日弓	1	11	1	12	1	0	30000			300	可在战斗中增加700~1800点攻击，对妖族有额外伤害加成。	自从大量妖族归顺，甚至成为仙人们的坐骑之后，三十三天针对妖族的法宝日益稀少，难得一见。	219	700	1800	0	0	200	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1504	青玉仙袍	1	13	1	10	1	0	40000		400	100	战斗时增加150~600点防御	三十三天的仙官们常用的仙袍。	411	0	0	150	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
1505	摄魂仙袍	1	13	1	11	1	0	50000		500	100	战斗时增加200~650点防御	阴曹地府的鬼修们最喜欢的法袍之一，法袍上隐隐发出亡者的哀嚎。	404	0	0	200	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	
1506	白羽仙袍	1	13	1	12	1	0	60000		600	100	战斗时增加250~700点防御	取白泽、仙鹤等各类仙兽白羽炼制而成，穿上此袍，飞天遁地之时，更是如虎添翼。	405	0	0	250	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	
1507	凤血魔袍	1	13	1	13	1	0	70000		700	100	战斗时增加300~750点防御	大魔天的仙器师每炼制一件凤血魔袍，就需要血祭一只凤凰。因此凤凰一族见到穿此法袍者，必将追杀到天荒地老！	410	0	0	300	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	
1508	血夜鬼王袍	1	13	1	14	1	0	80000		800	100	战斗时增加350~800点防御	永远弥漫着鲜血的味道，阴曹地府的鬼王们，无不以拥有此袍为荣！	409	0	0	350	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	
1509	幽冥袍	1	13	1	15	1	0	90000		900	100	战斗时增加400~850点防御	大魔天原本一界之主：绿袍老祖常年穿此法袍，在其陨落之后，各种大小魔头纷纷效仿。	407	0	0	400	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	
1510	冥夜袍	1	13	1	16	1	0	100000		1000	100	战斗时增加450~900点防御	“冥夜必将来临，只有冥界才是所有人最终的归宿！”炼此法袍的鬼修们对自己选择的长生大道坚信无比！	406	0	0	450	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	
1511	太乙仙袍	1	13	1	17	1	0	120000		1200	100	战斗时增加500~1000点防御	传闻此袍为玉皇天的太乙真人亲手炼制，三十三天的仙人们，最想要的仙家法袍。	408	0	0	500	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	
2001	残阳诀		10	1	1		1		1	10	5	使用后，可以学到功法：《残阳诀》，增加修炼速度！使用功法，不消耗技能点！		157	1																								
2002	紫霞功		10	1	4		1		10	100	15	使用后，可以学到功法：《紫霞功》，增加修炼速度！使用功法，不消耗技能点！		158	2																								
2003	青云诀		10	1	5		1		100	1000	25	使用后，可以学到功法：《青云诀》，增加修炼速度！使用功法，不消耗技能点！		159	3																								
2004	残阳心法		10	1	1		1		1	10	5	使用后，可以学到功法：《残阳心法》，增加灵气聚集速度！使用功法，不消耗技能点！		160	4																								
2005	紫霞心法		10	1	4		1		10	100	15	使用后，可以学到功法：《紫霞心法》，增加灵气聚集速度！使用功法，不消耗技能点！		161	5																								
2006	青云心法		10	1	5		1		100	1000	25	使用后，可以学到功法：《青云心法》，增加灵气聚集速度！使用功法，不消耗技能点！		162	6																								
2007	金铭诀		10	1	1		1	100			5	使用后，可以学到功法：《金铭诀》。使用功法，不消耗技能点！		163	7																								
2008	木灵诀		10	1	1		1	100			5	使用后，可以学到功法：《木灵诀》。使用功法，不消耗技能点！		164	8																								
2009	厚土诀		10	1	1		1	100			5	使用后，可以学到功法：《厚土诀》。使用功法，不消耗技能点！		165	9																								
2010	沧海诀		10	1	1		1	100			5	使用后，可以学到功法：《沧海诀》。使用功法，不消耗技能点！		166	10																								
2011	烈火诀		10	1	1		1	100			5	使用后，可以学到功法：《烈火诀》。使用功法，不消耗技能点！		167	11																								
2012	金铭真诀		10	1	2		1	400			10	使用后，可以学到功法：《金铭真诀》。使用功法，不消耗技能点！		167	12																								
2013	木灵真诀		10	1	2		1	400			10	使用后，可以学到功法：《木灵真诀》。使用功法，不消耗技能点！		157	13																								
2014	厚土真诀		10	1	2		1	400			10	使用后，可以学到功法：《厚土真诀》。使用功法，不消耗技能点！		158	14																								
2015	沧海真诀		10	1	2		1	400			10	使用后，可以学到功法：《沧海真诀》。使用功法，不消耗技能点！		159	15																								
2016	烈火真诀		10	1	2		1	400			10	使用后，可以学到功法：《烈火真诀》。使用功法，不消耗技能点！		160	16																								
2017	金铭真经		10	1	3		1	1000			15	使用后，可以学到功法：《金铭真经》。使用功法，不消耗技能点！		161	17																								
2018	木灵真经		10	1	3		1	1000			15	使用后，可以学到功法：《木灵真经》。使用功法，不消耗技能点！		162	18																								
2019	厚土真经		10	1	3		1	1000			15	使用后，可以学到功法：《厚土真经》。使用功法，不消耗技能点！		163	19																								
2020	沧海真经		10	1	3		1	1000			15	使用后，可以学到功法：《沧海真经》。使用功法，不消耗技能点！		164	20																								
2021	烈火真经		10	1	3		1	1000			15	使用后，可以学到功法：《烈火真经》。使用功法，不消耗技能点！		165	21																								
2022	御风步		10	1	1		1	100			5	使用后，可以学到功法：《御风步》。使用功法，不消耗技能点！		166	22																								
2023	凌波步		10	1	2		1	400			10	使用后，可以学到功法：《凌波步》。使用功法，不消耗技能点！		167	23																								
2024	御剑术		10	1	3		1	1000			15	使用后，可以学到功法：《御剑术》。使用功法，不消耗技能点！		167	24																								
2025	飞行术		10	1	4		1	2000			20	使用后，可以学到功法：《飞行术》。使用功法，不消耗技能点！		157	25																								
2026	血遁术		10	1	5		1	10000			25	使用后，可以学到功法：《血遁术》。使用功法，不消耗技能点！		158	26																								
2027	鬼遁术		10	1	6		1	30000			30	使用后，可以学到功法：《鬼遁术》。使用功法，不消耗技能点！		159	27																								
2028	御剑真诀		10	1	7		1	50000			35	使用后，可以学到功法：《御剑真诀》。使用功法，不消耗技能点！		160	28																								
2029	御剑真经		10	1	8		1	80000			40	使用后，可以学到功法：《御剑真经》。使用功法，不消耗技能点！		161	29																								
2030	神遁术		10	1	9		1	100000			45	使用后，可以学到功法：《神遁术》。使用功法，不消耗技能点！		162	30																								
2031	两仪剑法		10	1	1		1	100			5	使用后，可以学到功法：《两仪剑法》。使用功法，不消耗技能点！		163	31																								
2032	流光剑诀		10	1	2		1	400			10	使用后，可以学到功法：《流光剑诀》。使用功法，不消耗技能点！		164	32																								
2033	千幻剑诀		10	1	3		1	1000			15	使用后，可以学到功法：《千幻剑诀》。使用功法，不消耗技能点！		165	33																								
2034	戮心剑诀		10	1	4		1	2000			20	使用后，可以学到功法：《戮心剑诀》。使用功法，不消耗技能点！		166	34																								
2035	连城剑诀		10	1	5		1	10000			25	使用后，可以学到功法：《连城剑诀》。使用功法，不消耗技能点！		167	35																								
2036	幻影剑诀		10	1	6		1	30000			30	使用后，可以学到功法：《幻影剑诀》。使用功法，不消耗技能点！		167	36																								
2037	挑月剑诀		10	1	7		1	50000			35	使用后，可以学到功法：《挑月剑诀》。使用功法，不消耗技能点！		157	37																								
2038	无痕剑诀		10	1	8		1	80000			40	使用后，可以学到功法：《无痕剑诀》。使用功法，不消耗技能点！		158	38																								
2039	万剑诀		10	1	9		1	100000			45	使用后，可以学到功法：《万剑诀》。使用功法，不消耗技能点！		159	39																								
2040	弑魂刀诀		10	1	1		1	100			5	使用后，可以学到功法：《弑魂刀诀》。使用功法，不消耗技能点！		160	40																								
2041	天魔刀诀		10	1	2		1	400			10	使用后，可以学到功法：《天魔刀诀》。使用功法，不消耗技能点！		161	41																								
2042	屠神刀诀		10	1	3		1	1000			15	使用后，可以学到功法：《屠神刀诀》。使用功法，不消耗技能点！		162	42																								
2043	炎凤刀诀		10	1	4		1	2000			20	使用后，可以学到功法：《炎凤刀诀》。使用功法，不消耗技能点！		163	43																								
2044	火舞刀诀		10	1	5		1	10000			25	使用后，可以学到功法：《火舞刀诀》。使用功法，不消耗技能点！		164	44																								
2045	碎魂刀诀		10	1	6		1	30000			30	使用后，可以学到功法：《碎魂刀诀》。使用功法，不消耗技能点！		165	45																								
2046	无极刀诀		10	1	7		1	50000			35	使用后，可以学到功法：《无极刀诀》。使用功法，不消耗技能点！		166	46																								
2047	落日刀诀		10	1	8		1	80000			40	使用后，可以学到功法：《落日刀诀》。使用功法，不消耗技能点！		167	47																								
2048	鬼冥刀诀		10	1	9		1	100000			45	使用后，可以学到功法：《鬼冥刀诀》。使用功法，不消耗技能点！		167	48																								
2049	金刚诀		10	1	1		1	100			5	使用后，可以学到功法：《金刚诀》。使用功法，不消耗技能点！		157	49																								
2050	金刚心法		10	1	2		1	400			10	使用后，可以学到功法：《金刚心法》。使用功法，不消耗技能点！		158	50																								
2051	金刚真诀		10	1	3		1	1000			15	使用后，可以学到功法：《金刚真诀》。使用功法，不消耗技能点！		159	51																								
2052	金刚真经		10	1	4		1	2000			20	使用后，可以学到功法：《金刚真经》。使用功法，不消耗技能点！		160	52																								
2053	玄真功		10	1	5		1	10000			25	使用后，可以学到功法：《玄武功》。使用功法，不消耗技能点！		161	53																								
2054	玄真诀		10	1	6		1	30000			30	使用后，可以学到功法：《玄武诀》。使用功法，不消耗技能点！		162	54																								
2055	玄真真诀		10	1	7		1	50000			35	使用后，可以学到功法：《玄武真诀》。使用功法，不消耗技能点！		163	55																								
2056	玄真真经		10	1	8		1	80000			40	使用后，可以学到功法：《玄武真经》。使用功法，不消耗技能点！		164	56																								
2057	玄真秘诀		10	1	9		1	100000			45	使用后，可以学到功法：《玄武秘诀》。使用功法，不消耗技能点！		165	57																								
2058	真魔诀		10	1	1		1	100			5	使用后，可以学到功法：《真魔诀》。使用功法，不消耗技能点！		166	58																								
2059	真魔心法		10	1	2		1	400			10	使用后，可以学到功法：《真魔心法》。使用功法，不消耗技能点！		167	59																								
2060	真魔真诀		10	1	3		1	1000			15	使用后，可以学到功法：《真魔真诀》。使用功法，不消耗技能点！		167	60																								
2061	真魔真经		10	1	4		1	2000			20	使用后，可以学到功法：《真魔真经》。使用功法，不消耗技能点！		157	61																								
2062	血河天魔功		10	1	5		1	10000			25	使用后，可以学到功法：《天魔功》。使用功法，不消耗技能点！		158	62																								
2063	血河天魔诀		10	1	6		1	30000			30	使用后，可以学到功法：《天魔诀》。使用功法，不消耗技能点！		159	63																								
2064	血河天魔真诀		10	1	7		1	50000			35	使用后，可以学到功法：《天魔真诀》。使用功法，不消耗技能点！		160	64																								
2065	血河天魔真经		10	1	8		1	80000			40	使用后，可以学到功法：《天魔真经》。使用功法，不消耗技能点！		161	65																								
2066	血河天魔秘诀		10	1	9		1	100000			45	使用后，可以学到功法：《天魔秘诀》。使用功法，不消耗技能点！		162	66																								
2067	护体诀		10	1	1		1	100			5	使用后，可以学到功法：《护体诀》。使用功法，不消耗技能点！		163	67																								
2068	护体心法		10	1	2		1	400			10	使用后，可以学到功法：《护体心法》。使用功法，不消耗技能点！		164	68																								
2069	护体真诀		10	1	3		1	1000			15	使用后，可以学到功法：《护体真诀》。使用功法，不消耗技能点！		165	69																								
2070	护体真经		10	1	4		1	2000			20	使用后，可以学到功法：《护体真经》。使用功法，不消耗技能点！		166	70																								
2071	地藏功		10	1	5		1	10000			25	使用后，可以学到功法：《地藏功》。使用功法，不消耗技能点！		167	71																								
2072	地藏诀		10	1	6		1	30000			30	使用后，可以学到功法：《地藏诀》。使用功法，不消耗技能点！		167	72																								
2073	地藏真诀		10	1	7		1	50000			35	使用后，可以学到功法：《地藏真诀》。使用功法，不消耗技能点！		157	73																								
2074	地藏真经		10	1	8		1	80000			40	使用后，可以学到功法：《地藏真经》。使用功法，不消耗技能点！		158	74																								
2075	地藏秘诀		10	1	9		1	100000			45	使用后，可以学到功法：《地藏秘诀》。使用功法，不消耗技能点！		159	75																								
2076	神光诀		10	1	1		1	100			5	使用后，可以学到功法：《神光诀》。使用功法，不消耗技能点！		160	76																								
2077	神光真诀		10	1	2		1	400			10	使用后，可以学到功法：《神光真诀》。使用功法，不消耗技能点！		161	77																								
2078	神光真经		10	1	3		1	1000			15	使用后，可以学到功法：《神光真经》。使用功法，不消耗技能点！		162	78																								
2079	鬼藤术		10	1	1		1	100			5	使用后，可以学到功法：《鬼藤术》。使用功法，不消耗技能点！		163	79																								
2080	鬼藤真诀		10	1	2		1	400			10	使用后，可以学到功法：《鬼藤真诀》。使用功法，不消耗技能点！		164	80																								
2081	鬼藤真经		10	1	3		1	1000			15	使用后，可以学到功法：《鬼藤真经》。使用功法，不消耗技能点！		165	81																								
2082	木龙术		10	1	1		1	100			5	使用后，可以学到功法：《木龙术》。使用功法，不消耗技能点！		166	82																								
2083	木龙真诀		10	1	2		1	400			10	使用后，可以学到功法：《木龙真诀》。使用功法，不消耗技能点！		167	83																								
2084	木龙真经		10	1	3		1	1000			15	使用后，可以学到功法：《木龙真经》。使用功法，不消耗技能点！		167	84																								
2085	峥嵘诀		10	1	1		1	100			5	使用后，可以学到功法：《峥嵘诀》。使用功法，不消耗技能点！		157	85																								
2086	峥嵘真诀		10	1	2		1	400			10	使用后，可以学到功法：《峥嵘真诀》。使用功法，不消耗技能点！		158	86																								
2087	峥嵘真经		10	1	3		1	1000			15	使用后，可以学到功法：《峥嵘真经》。使用功法，不消耗技能点！		159	87																								
2088	玄冰诀		10	1	1		1	100			5	使用后，可以学到功法：《玄冰诀》。使用功法，不消耗技能点！		160	88																								
2089	玄冰真诀		10	1	2		1	400			10	使用后，可以学到功法：《玄冰真诀》。使用功法，不消耗技能点！		161	89																								
2090	玄冰真经		10	1	3		1	1000			15	使用后，可以学到功法：《玄冰真经》。使用功法，不消耗技能点！		162	90																								
2091	血河功		10	1	1		1	100			5	使用后，可以学到功法：《血河功》。使用功法，不消耗技能点！		163	91																								
2092	血河真诀		10	1	2		1	400			10	使用后，可以学到功法：《血河真诀》。使用功法，不消耗技能点！		164	92																								
2093	血河真经		10	1	3		1	1000			15	使用后，可以学到功法：《血河真经》。使用功法，不消耗技能点！		165	93																								
2094	雨润诀		10	1	1		1	100			5	使用后，可以学到功法：《雨润诀》。使用功法，不消耗技能点！		166	94																								
2095	雨润真诀		10	1	2		1	400			10	使用后，可以学到功法：《雨润真诀》。使用功法，不消耗技能点！		167	95																								
2096	雨润真经		10	1	3		1	1000			15	使用后，可以学到功法：《雨润真经》。使用功法，不消耗技能点！		167	96																								
2097	焚炎诀		10	1	1		1	100			5	使用后，可以学到功法：《焚炎诀》。使用功法，不消耗技能点！		157	97																								
2098	焚炎真诀		10	1	2		1	400			10	使用后，可以学到功法：《焚炎真诀》。使用功法，不消耗技能点！		158	98																								
2099	焚炎真经		10	1	3		1	1000			15	使用后，可以学到功法：《焚炎真经》。使用功法，不消耗技能点！		159	99																								
2100	百烈掌		10	1	1		1	100			5	使用后，可以学到功法：《百烈掌》。使用功法，不消耗技能点！		160	100																								
2101	百烈真诀		10	1	2		1	400			10	使用后，可以学到功法：《百烈真诀》。使用功法，不消耗技能点！		161	101																								
2102	百烈真经		10	1	3		1	1000			15	使用后，可以学到功法：《百烈真经》。使用功法，不消耗技能点！		162	102																								
2103	鬼火诀		10	1	1		1	100			5	使用后，可以学到功法：《鬼火诀》。使用功法，不消耗技能点！		163	103																								
2104	鬼火真诀		10	1	2		1	400			10	使用后，可以学到功法：《鬼火真诀》。使用功法，不消耗技能点！		164	104																								
2105	鬼火真经		10	1	3		1	1000			15	使用后，可以学到功法：《鬼火真经》。使用功法，不消耗技能点！		165	105																								
2106	分身诀		10	1	1		1	100			5	使用后，可以学到功法：《分身诀》。使用功法，不消耗技能点！		166	106																								
2107	混元真气		10	1	2		1	400			10	使用后，可以学到功法：《混元真气》。使用功法，不消耗技能点！		167	107																								
2108	魔云诀		10	1	3		1	1000			15	使用后，可以学到功法：《魔云诀》。使用功法，不消耗技能点！		167	108																								
2109	乾坤借法		10	1	4		1	2000			20	使用后，可以学到功法：《乾坤借法》。使用功法，不消耗技能点！		157	109																								
2110	乾坤幻遁		10	1	5		1	10000			25	使用后，可以学到功法：《乾坤幻遁》。使用功法，不消耗技能点！		158	110																								
2111	嗜血狂暴		10	1	1		1	100			5	使用后，可以学到功法：《嗜血狂暴》。使用功法，不消耗技能点！		159	111																								
2112	鬼降魔咒		10	1	2		1	400			10	使用后，可以学到功法：《鬼降魔咒》。使用功法，不消耗技能点！		160	112																								
2113	血灵禁咒		10	1	3		1	1000			15	使用后，可以学到功法：《血灵禁咒》。使用功法，不消耗技能点！		161	113																								
2114	噬魂禁咒		10	1	4		1	2000			20	使用后，可以学到功法：《噬魂禁咒》。使用功法，不消耗技能点！		162	114																								
2115	邪神禁咒		10	1	5		1	10000			25	使用后，可以学到功法：《邪神禁咒》。使用功法，不消耗技能点！		163	115																								
2116	冥王禁咒		10	1	6		1	100000			30	使用后，可以学到功法：《冥王禁咒》。使用功法，不消耗技能点！		164	116																								
2117	凝水灵符		10	1	1		1	100			5	使用后，可以学到功法：《凝水灵符》。使用功法，不消耗技能点！		165	117																								
2118	潮汐灵符		10	1	2		1	400			10	使用后，可以学到功法：《潮汐灵符》。使用功法，不消耗技能点！		166	118																								
2119	凝冰身法		10	1	3		1	1000			15	使用后，可以学到功法：《凝冰身法》。使用功法，不消耗技能点！		167	119																								
2120	剑意长江		10	1	4		1	2000			20	使用后，可以学到功法：《剑意长江》。使用功法，不消耗技能点！		167	120																								
2121	龙腾玄术		10	1	5		1	10000			25	使用后，可以学到功法：《龙腾玄术》。使用功法，不消耗技能点！		157	121																								
2122	沧浪玄术		10	1	6		1	300000			30	使用后，可以学到功法：《沧浪玄术》。使用功法，不消耗技能点！		158	122																								
2123	冰魂仙术		10	1	7		1	500000			35	使用后，可以学到功法：《冰魂仙术》。使用功法，不消耗技能点！		159	123																								
2124	极上心法		10	1	1		1	100			5	使用后，可以学到功法：《极上心法》。使用功法，不消耗技能点！此功法增加：防御！		157	124																								
2125	虚空心法		10	1	1		1	100			5	使用后，可以学到功法：《虚空心法》。使用功法，不消耗技能点！此功法增加：防御！		157	125																								
2126	湖心心法		10	1	1		1	100			5	使用后，可以学到功法：《湖心心法》。使用功法，不消耗技能点！此功法增加：防御！		157	126																								
